,class,Filename,Duration,Channels,Sample_rate,Bit_depth,path
523,808,808L18.wav,3.77,1,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808L18.wav
524,808,808L17.wav,3.77,1,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808L17.wav
525,808,808L16.wav,2.44,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808L16.wav
526,808,808L15.wav,1.71,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808L15.wav
527,808,808L14.wav,2.13,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808L14.wav
528,808,808L13.wav,4.59,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808L13.wav
529,808,808L12.wav,1.36,1,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808L12.wav
530,808,808L11.wav,3.81,1,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808L11.wav
531,808,808 Vein.wav,4.02,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 Vein.wav
532,808,808 Surface Area.wav,6.86,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 Surface Area.wav
533,808,808 Supressor.wav,2.45,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 Supressor.wav
534,808,808 Radiance.wav,3.88,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 Radiance.wav
535,808,808 Prime.wav,2.71,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 Prime.wav
536,808,808 Pressure.wav,1.69,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 Pressure.wav
537,808,808 Nuke.wav,2.53,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 Nuke.wav
538,808,808 Mu.wav,1.49,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 Mu.wav
539,808,808 Inertia.wav,1.82,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 Inertia.wav
540,808,808 Glucose.wav,1.85,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 Glucose.wav
541,808,808 Fungi.wav,1.36,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 Fungi.wav
542,808,808 DNA.wav,1.96,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 DNA.wav
543,808,808 Delta.wav,9.84,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 Delta.wav
544,808,808 Collision.wav,2.11,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 Collision.wav
545,808,808 Carbon.wav,4.19,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 Carbon.wav
546,808,808 Autopsy.wav,9.71,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 Autopsy.wav
547,808,808 Atom.wav,1.34,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 Atom.wav
548,808,808 Acid.wav,8.2,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 Acid.wav
549,808,808 (Zay) (1).wav,0.91,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (Zay) (1).wav
550,808,808 (oooof).wav,2.39,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (oooof).wav
551,808,808 (ocwgf).wav,1.95,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (ocwgf).wav
552,808,808 (7!.wav,2.29,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (7!.wav
553,808,808 (2).wav,1.71,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (2).wav
554,808,808 (2!.wav,2.31,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (2!.wav
555,808,808 (1!.wav,1.15,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (1!.wav
556,808,808 C Y G N.wav,7.72,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 C Y G N.wav
557,808,808 SUBWOOFER.wav,4.19,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 SUBWOOFER.wav
558,808,808 PANDI.wav,3.61,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 PANDI.wav
559,808,808 CRASH.wav,3.53,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 CRASH.wav
560,808,808 C Y .wav,3.43,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 C Y .wav
561,808,808 COMPUTER.wav,2.65,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 COMPUTER.wav
562,808,808 Q.wav,2.33,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 Q.wav
563,808,808 PILAF.wav,2.33,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 PILAF.wav
564,808,808 NEIBOOHR.wav,2.33,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 NEIBOOHR.wav
565,808,808 GAS.wav,2.33,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 GAS.wav
566,808,808 FORCE.wav,2.33,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 FORCE.wav
567,808,808 CREAM.wav,2.33,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 CREAM.wav
568,808,808 VIBRANCE.wav,1.86,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 VIBRANCE.wav
569,808,808 SHOT.wav,0.93,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 SHOT.wav
570,808,808 JUMP.wav,0.93,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 JUMP.wav
571,808,DECAP_808_next_level_C.wav,16.0,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\DECAP_808_next_level_C.wav
572,808,DECAP_808_shituation_C.wav,14.82,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\DECAP_808_shituation_C.wav
573,808,DECAP_808_ratchet_ssl_C.wav,14.69,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\DECAP_808_ratchet_ssl_C.wav
574,808,DECAP_808_tape_02_C.wav,14.29,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\DECAP_808_tape_02_C.wav
575,808,DECAP_808_tape_01_C.wav,14.23,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\DECAP_808_tape_01_C.wav
576,808,DECAP_808_cv_03_C.wav,14.18,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\DECAP_808_cv_03_C.wav
577,808,DECAP_808_head_explosion_C.wav,14.16,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\DECAP_808_head_explosion_C.wav
578,808,DECAP_808_cv_01_C.wav,14.16,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\DECAP_808_cv_01_C.wav
579,808,DECAP_808_cv_02_C.wav,14.03,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\DECAP_808_cv_02_C.wav
580,808,DECAP_808_winner_C.wav,14.0,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\DECAP_808_winner_C.wav
581,808,DECAP_808_bah_C.wav,14.0,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\DECAP_808_bah_C.wav
582,808,DECAP_808_a_treat_C.wav,14.0,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\DECAP_808_a_treat_C.wav
583,808,STL_F_808_long_sub.wav,10.55,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\STL_F_808_long_sub.wav
584,808,Decap_Fight_Club_Analog_808.wav,8.87,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Decap_Fight_Club_Analog_808.wav
585,808,Decap_Baaad_Mofo_Analog_808.wav,8.43,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Decap_Baaad_Mofo_Analog_808.wav
586,808,Decap_We_Did_It_Analog_808.wav,8.14,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Decap_We_Did_It_Analog_808.wav
587,808,Decap_808_11.wav,8.04,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Decap_808_11.wav
588,808,Decap_So_Slappy_Analog_808.wav,8.0,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Decap_So_Slappy_Analog_808.wav
589,808,Decap_Smooth_Badass_Analog_808.wav,8.0,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Decap_Smooth_Badass_Analog_808.wav
590,808,Decap_808_14.wav,7.99,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Decap_808_14.wav
591,808,Decap_808_17.wav,7.93,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Decap_808_17.wav
592,808,Decap_808_16.wav,7.93,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Decap_808_16.wav
593,808,Decap_808_13.wav,7.93,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Decap_808_13.wav
594,808,Decap_808_15.wav,7.82,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Decap_808_15.wav
595,808,Decap_808_20.wav,7.78,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Decap_808_20.wav
596,808,Decap_Uoeno_Analog_808.wav,7.75,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Decap_Uoeno_Analog_808.wav
597,808,Decap_808_12.wav,7.62,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Decap_808_12.wav
598,808,Cymatics - 808 Mob 808 11 - E.wav,6.4,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - 808 Mob 808 11 - E.wav
599,808,OSHI_808_pulse.wav,6.31,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\OSHI_808_pulse.wav
600,808,DECAP_808_recorded_my_blown_monitor_C.wav,6.0,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\DECAP_808_recorded_my_blown_monitor_C.wav
601,808,STL_C#_808_tubby.wav,4.19,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\STL_C#_808_tubby.wav
602,808,Cymatics - 808 Mob 808 12 - F.wav,4.0,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - 808 Mob 808 12 - F.wav
603,808,Cymatics - 808 Mob 808 10 - E.wav,4.0,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - 808 Mob 808 10 - E.wav
604,808,Decap_Winning_Analog_808.wav,3.8,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Decap_Winning_Analog_808.wav
605,808,Decap_Warm_Grit_Analog_808.wav,3.8,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Decap_Warm_Grit_Analog_808.wav
606,808,Decap_Sprout_Analog_808.wav,3.8,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Decap_Sprout_Analog_808.wav
607,808,Decap_Seruloso_Analog_808.wav,3.8,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Decap_Seruloso_Analog_808.wav
608,808,Decap_Omnipotent_Analog_808.wav,3.8,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Decap_Omnipotent_Analog_808.wav
609,808,Cymatics - Drip 808 7 - F#.wav,3.8,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - Drip 808 7 - F#.wav
610,808,Cymatics - Humble 808 1 - D.wav,3.75,15,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - Humble 808 1 - D.wav
611,808,Cymatics - Drip 808 4 - E.wav,3.75,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - Drip 808 4 - E.wav
612,808,STL_C#_808_crunchy.wav,3.72,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\STL_C#_808_crunchy.wav
613,808,OSHI_808_whale.wav,3.65,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\OSHI_808_whale.wav
614,808,OSHI_808_wumpa.wav,3.59,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\OSHI_808_wumpa.wav
615,808,OSHI_808_hiss.wav,3.59,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\OSHI_808_hiss.wav
616,808,Cymatics - 808 Mob 808 9 - E.wav,3.43,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - 808 Mob 808 9 - E.wav
617,808,Cymatics - 808 Mob 808 5 - D.wav,3.43,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - 808 Mob 808 5 - D.wav
618,808,OSHI_808_bull.wav,3.37,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\OSHI_808_bull.wav
619,808,Cymatics - Humble 808 7 - A.wav,3.25,13,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - Humble 808 7 - A.wav
620,808,Cymatics - 808 Mob 808 8 - D.wav,3.2,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - 808 Mob 808 8 - D.wav
621,808,Cymatics - 808 Mob 808 7 - D.wav,3.2,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - 808 Mob 808 7 - D.wav
622,808,Cymatics - 808 Mob 808 6 - D.wav,3.2,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - 808 Mob 808 6 - D.wav
623,808,Cymatics - 808 Mob 808 2 - C#.wav,3.2,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - 808 Mob 808 2 - C#.wav
624,808,Cymatics - 808 Mob 808 13 - F.wav,3.2,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - 808 Mob 808 13 - F.wav
625,808,Cymatics - 808 Mob 808 1 - C.wav,3.2,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - 808 Mob 808 1 - C.wav
626,808,OSHI_808_that_one_i_used_in_all_of_my_tracks_for_a_while.wav,3.07,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\OSHI_808_that_one_i_used_in_all_of_my_tracks_for_a_while.wav
627,808,Cymatics - Humble 808 6 - G#.wav,3.0,12,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - Humble 808 6 - G#.wav
628,808,Cymatics - 808 Mob 808 4 - C#.wav,2.79,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - 808 Mob 808 4 - C#.wav
629,808,Cymatics - 808 Mob 808 15 - A.wav,2.79,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - 808 Mob 808 15 - A.wav
630,808,Cymatics - 808 Mob 808 14 - G.wav,2.79,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - 808 Mob 808 14 - G.wav
631,808,Cymatics - Drip 808 1 - C#.wav,2.72,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - Drip 808 1 - C#.wav
632,808,Decap_Decapitate_Analog_808.wav,2.71,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Decap_Decapitate_Analog_808.wav
633,808,Cymatics - Drip 808 8 - G.wav,2.64,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - Drip 808 8 - G.wav
634,808,Cymatics - Humble 808 3 - F.wav,2.5,10,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - Humble 808 3 - F.wav
635,808,Cymatics - 808 Mob 808 3 - C#.wav,2.14,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - 808 Mob 808 3 - C#.wav
636,808,Cymatics - 808 Mob 808 16 - B.wav,2.14,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - 808 Mob 808 16 - B.wav
637,808,OSHI_808_bimmer.wav,1.87,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\OSHI_808_bimmer.wav
638,808,DECAP_808_this_or_that_C.wav,1.77,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\DECAP_808_this_or_that_C.wav
639,808,OSHI_808_pump.wav,1.57,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\OSHI_808_pump.wav
640,808,Cymatics - Humble 808 5 - G.wav,1.44,5,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - Humble 808 5 - G.wav
641,808,Cymatics - Humble 808 4 - F.wav,1.38,5,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - Humble 808 4 - F.wav
642,808,Cymatics - Humble 808 2 - E.wav,1.29,5,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - Humble 808 2 - E.wav
643,808,STL_G_808_short_sub.wav,1.13,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\STL_G_808_short_sub.wav
644,808,Decap_Kilo_Analog_808.wav,1.0,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Decap_Kilo_Analog_808.wav
645,808,Cymatics - 808 Mob 808 17 - B.wav,0.7,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - 808 Mob 808 17 - B.wav
646,808,kookup - youngsta 808.wav,2.82,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\kookup - youngsta 808.wav
647,808,kookup - stallion 808.wav,2.75,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\kookup - stallion 808.wav
648,808,kookup - outta here 808.wav,0.79,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\kookup - outta here 808.wav
649,808,kookup - keith 808.wav,1.05,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\kookup - keith 808.wav
650,808,kookup - dijon mustard 808.wav,1.18,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\kookup - dijon mustard 808.wav
651,808,Cymatics - Drip 808 6 - F#.wav,4.66,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - Drip 808 6 - F#.wav
652,808,Cymatics - Drip 808 3 - D#.wav,2.81,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - Drip 808 3 - D#.wav
653,808,Cymatics - Drip 808 2 - D#.wav,2.35,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - Drip 808 2 - D#.wav
654,808,Cymatics - Drip 808 5 - E.wav,1.66,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - Drip 808 5 - E.wav
655,808,Cymatics - Drip 808 9 - G.wav,1.66,2,44100,32,E:\Documents\My Projects\Filtr\Data\Audio\808\Cymatics - Drip 808 9 - G.wav
656,808,is this an 808 or an electric guitar.wav,13.03,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\is this an 808 or an electric guitar.wav
657,808,banger_808.wav,11.32,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\banger_808.wav
658,808,Fat 808 #3.wav,11.32,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Fat 808 #3.wav
659,808,F# Bane 808.wav,8.17,33,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\F# Bane 808.wav
660,808,high dist 808.wav,8.0,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\high dist 808.wav
661,808,G Charger 808.wav,7.5,30,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\G Charger 808.wav
662,808,F# Gartner 808.wav,7.5,30,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\F# Gartner 808.wav
663,808,D# Plain Trash 808.wav,7.5,30,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\D# Plain Trash 808.wav
664,808,C# Rubber 808.wav,7.5,30,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\C# Rubber 808.wav
665,808,neck_808.wav,7.39,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\neck_808.wav
666,808,My Favorite 808.wav,7.38,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\My Favorite 808.wav
667,808,FORTNITE 80800002.wav,7.3,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\FORTNITE 80800002.wav
668,808,Heavy 808 #1.wav,7.1,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Heavy 808 #1.wav
669,808,cocain_808.wav,6.46,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\cocain_808.wav
670,808,E Wednesday 808.wav,5.86,23,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\E Wednesday 808.wav
671,808,C# 1_4 lb 808.wav,5.75,23,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\C# 1_4 lb 808.wav
672,808,Cosmic's 808 15.wav,5.66,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Cosmic's 808 15.wav
673,808,C# Pyramid 808.wav,4.92,19,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\C# Pyramid 808.wav
674,808,FORTNITE 80800017.wav,4.62,0,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\FORTNITE 80800017.wav
675,808,Heavy 808 #2.wav,4.47,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Heavy 808 #2.wav
676,808,Loud 808 #1.wav,4.4,1,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Loud 808 #1.wav
677,808,E Crocodile 808.wav,4.34,17,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\E Crocodile 808.wav
678,808,[DA] Weird AF (808).wav,4.15,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\[DA] Weird AF (808).wav
679,808,TM 808 6.wav,4.11,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\TM 808 6.wav
680,808,Dubstep 808.wav,4.0,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Dubstep 808.wav
681,808,Cosmic's 808 3.wav,4.0,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Cosmic's 808 3.wav
682,808,808 (Drained).wav,3.93,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (Drained).wav
683,808,808 (Buggin).wav,3.93,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (Buggin).wav
684,808,sippin tea 808.wav,3.86,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\sippin tea 808.wav
685,808,devil_808.wav,3.82,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\devil_808.wav
686,808,Grave 808.wav,3.72,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Grave 808.wav
687,808,808 (Red Pill).wav,3.64,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (Red Pill).wav
688,808,808 (Punchy).wav,3.64,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (Punchy).wav
689,808,808 (Lows).wav,3.64,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (Lows).wav
690,808,808 (FuzzDist).wav,3.64,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (FuzzDist).wav
691,808,808 (Ember).wav,3.64,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (Ember).wav
692,808,bighead 808.wav,3.58,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\bighead 808.wav
693,808,fat_808.wav,3.52,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\fat_808.wav
694,808,[DA] Si Mi Hermano Tu Sabes Que Tengo El Ritmo (808).wav,3.45,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\[DA] Si Mi Hermano Tu Sabes Que Tengo El Ritmo (808).wav
695,808,FORTNITE 80800018.wav,3.43,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\FORTNITE 80800018.wav
696,808,Bond 808.wav,3.43,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Bond 808.wav
697,808,Cosmic's 808 1.wav,3.38,1,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Cosmic's 808 1.wav
698,808,[DA] Fuck Normies (808).wav,3.33,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\[DA] Fuck Normies (808).wav
699,808,Cosmic's 808 14.wav,3.33,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Cosmic's 808 14.wav
700,808,Distorted 808 #1.wav,3.21,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Distorted 808 #1.wav
701,808,Cosmic's 808 10.wav,3.2,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Cosmic's 808 10.wav
702,808,icytwat 808.wav,3.0,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\icytwat 808.wav
703,808,808-08.wav,3.0,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808-08.wav
704,808,My Distorted 808.wav,2.99,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\My Distorted 808.wav
705,808,Heavy 808 #3.wav,2.97,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Heavy 808 #3.wav
706,808,Articuno 808.wav,2.97,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\Articuno 808.wav
707,808,sausage_808.wav,2.83,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\sausage_808.wav
708,808,G Crunch 808.wav,2.81,11,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\G Crunch 808.wav
709,808,[DA] Idk (808).wav,2.78,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\[DA] Idk (808).wav
710,808,808 (Slam).wav,2.61,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\808 (Slam).wav
711,808,lex luger 808.wav,2.44,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\lex luger 808.wav
712,808,TM 808 3.wav,2.4,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\TM 808 3.wav
713,808,FORTNITE 80800014.wav,2.36,0,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\FORTNITE 80800014.wav
714,808,[DA] Piterita (808).wav,2.35,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\[DA] Piterita (808).wav
715,808,FORTNITE 80800001.wav,2.35,0,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\FORTNITE 80800001.wav
716,808,[DA] PAM (808).wav,2.26,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\[DA] PAM (808).wav
717,808,[DA] UUUhhhhhh (808).wav,2.24,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\[DA] UUUhhhhhh (808).wav
718,808,Timeless 808.wav,2.15,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Timeless 808.wav
719,808,TM 808 5.wav,2.13,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\TM 808 5.wav
720,808,FORTNITE 80800012.wav,2.13,0,0,0,E:\Documents\My Projects\Filtr\Data\Audio\808\FORTNITE 80800012.wav
721,808,TM 808 4.wav,2.12,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\TM 808 4.wav
722,808,Fat 808 #1.wav,2.0,2,44100,16,E:\Documents\My Projects\Filtr\Data\Audio\808\Fat 808 #1.wav
723,808,gross_808.wav,1.99,2,44100,24,E:\Documents\My Projects\Filtr\Data\Audio\808\gross_808.wav
